team_key,tourn_year,own_rank,own_iso3,own_iso3_grp,same_country,same_language,ling_prox,composition_nat,composition_lang,composition_ling
"(('feliciano', 'lopez', 'ESP'), ('marc', 'lopez', 'ESP'))",US Open_2018,28.0,ESP,ESP,1,1,1,0.031496062992125984,0.14173228346456693,0.33070866141732286
"(('danny', 'thomas', 'USA'), ('patrick', 'kypson', 'USA'))",US Open_2018,1531.0,USA,USA,1,1,1,0.18110236220472442,0.3543307086614173,0.5039370078740157
"(('ivan', 'dodig', 'HRV'), ('marcel', 'granollers', 'ESP'))",US Open_2018,24.0,HRV,HRV,0,0,0,0.031496062992125984,0.07086614173228346,0.07086614173228346
"(('luke', 'bambridge', 'GBR'), ('romain', 'arneodo', 'MCO'))",US Open_2018,88.0,MCO,MCO,0,0,0,0.007874015748031496,0.007874015748031496,0.007874015748031496
"(('horacio', 'zeballos', 'ARG'), ('julio', 'peralta', 'CHL'))",US Open_2018,34.0,CHL,CHL,0,1,1,0.007874015748031496,0.14173228346456693,0.33070866141732286
"(('frederik', 'nielsen', 'DNK'), ('joe', 'salisbury', 'GBR'))",US Open_2018,68.0,DNK,DNK,0,0,0,0.0,0.0,0.0
"(('matwe', 'middelkoop', 'NLD'), ('robin', 'haase', 'NLD'))",US Open_2018,36.0,NLD,NLD,1,1,1,0.031496062992125984,0.031496062992125984,0.031496062992125984
"(('christopher', 'eubanks', 'USA'), ('donald', 'young', 'USA'))",US Open_2018,288.0,USA,USA,1,1,1,0.18110236220472442,0.3543307086614173,0.5039370078740157
"(('edouard', 'roger-vasselin', 'FRA'), ('rohan', 'bopanna', 'IND'))",US Open_2018,30.0,IND,IND,0,0,0,0.031496062992125984,0.3543307086614173,0.3543307086614173
"(('marcos', 'baghdatis', 'CYP'), ('mischa', 'zverev', 'DEU'))",US Open_2018,398.0,CYP,OTHER,0,0,0,0.0,0.0,0.0
"(('dominic', 'inglot', 'GBR'), ('franko', 'skugor', 'HRV'))",US Open_2018,23.0,GBR,GBR,0,0,0,0.047244094488188976,0.3543307086614173,0.3543307086614173
"(('rajeev', 'ram', 'USA'), ('robert', 'lindstedt', 'SWE'))",US Open_2018,65.0,SWE,SWE,0,0,0,0.007874015748031496,0.015748031496062992,0.007874015748031496
"(('malek', 'jaziri', 'TUN'), ('radu', 'albot', 'MDA'))",US Open_2018,64.0,MDA,MDA,0,0,0,0.0,0.007874015748031496,0.007874015748031496
"(('ken', 'skupski', 'GBR'), ('neal', 'skupski', 'GBR'))",US Open_2018,55.0,GBR,GBR,1,1,1,0.047244094488188976,0.3543307086614173,0.3543307086614173
"(('andreas', 'seppi', 'ITA'), ('matteo', 'berrettini', 'ITA'))",US Open_2018,126.0,ITA,ITA,1,1,1,0.03937007874015748,0.03937007874015748,0.03937007874015748
"(('ben', 'mclachlan', 'JPN'), ('jan-lennard', 'struff', 'DEU'))",US Open_2018,21.0,JPN,JPN,0,0,0,0.007874015748031496,0.007874015748031496,0.007874015748031496
"(('fabio', 'fognini', 'ITA'), ('simone', 'bolelli', 'ITA'))",US Open_2018,104.0,ITA,ITA,1,1,1,0.03937007874015748,0.03937007874015748,0.03937007874015748
"(('kevin', 'krawietz', 'DEU'), ('maximilian', 'marterer', 'DEU'))",US Open_2018,77.0,DEU,DEU,1,1,1,0.047244094488188976,0.047244094488188976,0.047244094488188976
"(('fabrice', 'martin', 'FRA'), ('jeremy', 'chardy', 'FRA'))",US Open_2018,132.0,FRA,FRA,1,1,1,0.047244094488188976,0.06299212598425197,0.06299212598425197
"(('jamie', 'cerretani', 'USA'), ('leander', 'paes', 'IND'))",US Open_2018,66.0,USA,USA,0,1,1,0.18110236220472442,0.3543307086614173,0.5039370078740157
"(('marcus', 'daniell', 'NZL'), ('wesley', 'koolhof', 'NLD'))",US Open_2018,46.0,NZL,NZL,0,0,0,0.015748031496062992,0.3543307086614173,0.3543307086614173
"(('max', 'mirnyi', 'BLR'), ('philipp', 'oswald', 'AUT'))",US Open_2018,52.0,BLR,BLR,0,0,0,0.0,0.0,0.0
"(('marcelo', 'demoliner', 'BRA'), ('santiago', 'gonzalez', 'MEX'))",US Open_2018,54.0,BRA,BRA,0,0,0,0.015748031496062992,0.023622047244094488,0.023622047244094488
"(('benoit', 'paire', 'FRA'), ('hugo', 'nys', 'MCO'))",US Open_2018,80.0,MCO,MCO,0,1,1,0.007874015748031496,0.007874015748031496,0.007874015748031496
"(('jackson', 'withrow', 'USA'), ('matthew', 'ebden', 'AUS'))",US Open_2018,128.0,AUS,AUS,0,1,1,0.023622047244094488,0.3543307086614173,0.3543307086614173
"(('filip', 'krajinovic', 'SRB'), ('viktor', 'troicki', 'SRB'))",US Open_2018,243.0,SRB,SRB,1,1,1,0.015748031496062992,0.07086614173228346,0.07086614173228346
"(('nathaniel', 'lammons', 'USA'), ('robert', 'galloway', 'USA'))",US Open_2018,124.0,USA,USA,1,1,1,0.18110236220472442,0.3543307086614173,0.5039370078740157
"(('kevin', 'king', 'USA'), ('reilly', 'opelka', 'USA'))",US Open_2018,976.0,USA,USA,1,1,1,0.18110236220472442,0.3543307086614173,0.5039370078740157
"(('maximo', 'gonzalez', 'ARG'), ('nicolas', 'jarry', 'CHL'))",US Open_2018,40.0,ARG,ARG,0,1,1,0.03937007874015748,0.14173228346456693,0.33070866141732286
"(('david', 'marrero', 'ESP'), ('marcin', 'matkowski', 'POL'))",US Open_2018,73.0,POL,POL,0,0,0,0.007874015748031496,0.007874015748031496,0.007874015748031496
"(('christian', 'harrison', 'USA'), ('ryan', 'harrison', 'USA'))",US Open_2018,53.0,USA,USA,1,1,1,0.18110236220472442,0.3543307086614173,0.5039370078740157
"(('bradley', 'klahn', 'USA'), ('daniel', 'nestor', 'CAN'))",US Open_2018,233.0,USA,USA,0,1,1,0.18110236220472442,0.3543307086614173,0.5039370078740157
"(('andres', 'molteni', 'ARG'), ('roman', 'jebavy', 'CZE'))",US Open_2018,50.0,CZE,CZE,0,0,0,0.0,0.0,0.0
"(('evan', 'king', 'USA'), ('nathan', 'pasha', 'USA'))",US Open_2018,125.0,USA,USA,1,1,1,0.18110236220472442,0.3543307086614173,0.5039370078740157
"(('austin', 'krajicek', 'USA'), ('tennys', 'sandgren', 'USA'))",US Open_2018,61.0,USA,USA,1,1,1,0.18110236220472442,0.3543307086614173,0.5039370078740157
"(('aisam-ul-haq', 'qureshi', 'PAK'), ('jonathan', 'erlich', 'ISR'))",US Open_2018,74.0,ISR,ISR,0,0,0,0.0,0.3543307086614173,0.41732283464566927
"(('dusan', 'lajovic', 'SRB'), ('stefanos', 'tsitsipas', 'GRC'))",US Open_2018,277.0,SRB,SRB,0,0,0,0.015748031496062992,0.07086614173228346,0.07086614173228346
"(('cameron', 'norrie', 'GBR'), ('diego', 'schwartzman', 'ARG'))",US Open_2018,209.0,GBR,GBR,0,0,0,0.047244094488188976,0.3543307086614173,0.3543307086614173
"(('joao', 'sousa', 'PRT'), ('leonardo', 'mayer', 'ARG'))",US Open_2018,72.0,ARG,ARG,0,0,0,0.03937007874015748,0.14173228346456693,0.33070866141732286
"(('mate', 'pavic', 'HRV'), ('oliver', 'marach', 'AUT'))",US Open_2018,3.0,AUT,AUT,0,0,0,0.015748031496062992,0.015748031496062992,0.015748031496062992
"(('mackenzie', 'mcdonald', 'USA'), ('yoshihito', 'nishioka', 'JPN'))",US Open_2018,222.0,USA,USA,0,0,0,0.18110236220472442,0.3543307086614173,0.5039370078740157
"(('damir', 'dzumhur', 'BIH'), ('mirza', 'basic', 'BIH'))",US Open_2018,232.0,BIH,BIH,1,1,1,0.007874015748031496,0.07086614173228346,0.07086614173228346
"(('jurgen', 'melzer', 'AUT'), ('nikola', 'mektic', 'HRV'))",US Open_2018,157.0,AUT,AUT,0,0,0,0.015748031496062992,0.015748031496062992,0.015748031496062992
"(('peter', 'gojowczyk', 'DEU'), ('purav', 'raja', 'IND'))",US Open_2018,519.0,DEU,DEU,0,0,0,0.047244094488188976,0.047244094488188976,0.047244094488188976
"(('philipp', 'petzschner', 'DEU'), ('tim', 'puetz', 'DEU'))",US Open_2018,83.0,DEU,DEU,1,1,1,0.047244094488188976,0.047244094488188976,0.047244094488188976
"(('jonathan', 'eysseric', 'FRA'), ('marton', 'fucsovics', 'HUN'))",US Open_2018,92.0,FRA,FRA,0,0,0,0.047244094488188976,0.06299212598425197,0.06299212598425197
"(('artem', 'sitak', 'NZL'), ('divij', 'sharan', 'IND'))",US Open_2018,39.0,NZL,NZL,0,1,1,0.015748031496062992,0.3543307086614173,0.3543307086614173
"(('evan', 'zhu', 'USA'), ('martin', 'redlicki', 'USA'))",US Open_2018,623.0,USA,USA,1,1,1,0.18110236220472442,0.3543307086614173,0.5039370078740157
"(('andre', 'begemann', 'DEU'), ('yasutaka', 'uchiyama', 'JPN'))",Wimbledon_2018,114.0,DEU,DEU,0,0,0,0.052980132450331126,0.052980132450331126,0.052980132450331126
"(('ariel', 'behar', 'URY'), ('cheng-peng', 'hsieh', 'TWN'))",Wimbledon_2018,94.0,URY,URY,0,0,0,0.006622516556291391,0.15894039735099338,0.23841059602649006
"(('austin', 'krajicek', 'USA'), ('jeevan', 'nedunchezhiyan', 'IND'))",Wimbledon_2018,91.0,USA,USA,0,1,1,0.0728476821192053,0.31125827814569534,0.4768211920529801
"(('edward', 'corrie', 'GBR'), ('lloyd', 'glasspool', 'GBR'))",Wimbledon_2018,501.0,GBR,GBR,1,1,1,0.09271523178807947,0.31125827814569534,0.31125827814569534
"(('andreas', 'mies', 'DEU'), ('kevin', 'krawietz', 'DEU'))",Wimbledon_2018,86.0,DEU,DEU,1,1,1,0.052980132450331126,0.052980132450331126,0.052980132450331126
"(('joran', 'vliegen', 'BEL'), ('sander', 'gille', 'BEL'))",Wimbledon_2018,93.0,BEL,BEL,1,1,1,0.013245033112582781,0.16556291390728478,0.16556291390728478
"(('n.sriram', 'balaji', 'IND'), ('vishnu', 'vardhan', 'IND'))",Wimbledon_2018,110.0,IND,IND,1,1,1,0.033112582781456956,0.31125827814569534,0.31125827814569534
"(('denys', 'molchanov', 'UKR'), ('igor', 'zelenay', 'SVK'))",Wimbledon_2018,95.0,UKR,UKR,0,0,0,0.0,0.0,0.0
"(('denis', 'kudla', 'USA'), ('ruben', 'bemelmans', 'BEL'))",Wimbledon_2018,281.0,BEL,BEL,0,0,0,0.013245033112582781,0.16556291390728478,0.16556291390728478
"(('sanchai', 'ratiwatana', 'THA'), ('sonchat', 'ratiwatana', 'THA'))",Wimbledon_2018,109.0,THA,OTHER,1,1,1,0.006622516556291391,0.006622516556291391,0.006622516556291391
"(('mackenzie', 'mcdonald', 'USA'), ('peter', 'polansky', 'CAN'))",Wimbledon_2018,254.0,USA,USA,0,1,1,0.0728476821192053,0.31125827814569534,0.4768211920529801
"(('aidan', 'mchugh', 'GBR'), ('marcus', 'willis', 'GBR'))",Wimbledon_2018,734.0,GBR,GBR,1,1,1,0.09271523178807947,0.31125827814569534,0.31125827814569534
"(('gonzalo', 'oliveira', 'VEN'), ('hugo', 'dellien', 'BOL'))",Wimbledon_2018,250.0,BOL,OTHER,0,0,0,0.0,0.0,0.0
"(('gerald', 'melzer', 'AUT'), ('sergio', 'galdos', 'PER'))",Wimbledon_2018,123.0,PER,OTHER,0,0,0,0.0,0.0,0.0
"(('aliaksandr', 'bury', 'BLR'), ('hsien-yin', 'peng', 'TWN'))",Wimbledon_2018,112.0,BLR,BLR,0,0,0,0.013245033112582781,0.013245033112582781,0.013245033112582781
"(('christopher', 'rungkat', 'IDN'), ('sam', 'weissborn', 'AUT'))",Wimbledon_2018,102.0,IDN,OTHER,0,0,0,0.0,0.0,0.0
"(('lukasz', 'kubot', 'POL'), ('marcelo', 'melo', 'BRA'))",Wimbledon_2018,3.0,POL,POL,0,0,0,0.006622516556291391,0.006622516556291391,0.006622516556291391
"(('jonny', ""o'mara"", 'GBR'), ('luke', 'bambridge', 'GBR'))",Wimbledon_2018,78.0,GBR,GBR,1,1,1,0.09271523178807947,0.31125827814569534,0.31125827814569534
"(('nicolas', 'mahut', 'FRA'), ('pierre-hugues', 'herbert', 'FRA'))",Wimbledon_2018,10.0,FRA,FRA,1,1,1,0.046357615894039736,0.09271523178807947,0.09271523178807947
"(('marco', 'cecchinato', 'ITA'), ('roberto', 'baena', 'ESP'))",Wimbledon_2018,402.0,ITA,ITA,0,0,0,0.026490066225165563,0.026490066225165563,0.026490066225165563
"(('bruno', 'soares', 'BRA'), ('jamie', 'murray', 'GBR'))",Wimbledon_2018,13.0,GBR,GBR,0,0,0,0.09271523178807947,0.31125827814569534,0.31125827814569534
"(('albert', 'ramos-vinolas', 'ESP'), ('paolo', 'lorenzi', 'ITA'))",Wimbledon_2018,176.0,ITA,ITA,0,0,0,0.026490066225165563,0.026490066225165563,0.026490066225165563
"(('juan', 'cabal', 'COL'), ('robert', 'farah', 'COL'))",Wimbledon_2018,12.0,COL,COL,1,1,1,0.006622516556291391,0.15894039735099338,0.23841059602649006
"(('guillermo', 'garcia-lopez', 'ESP'), ('pablo', 'busta', 'ESP'))",Wimbledon_2018,65.0,ESP,ESP,1,1,1,0.052980132450331126,0.15894039735099338,0.23841059602649006
"(('jack', 'sock', 'USA'), ('mike', 'bryan', 'USA'))",Wimbledon_2018,8.0,USA,USA,1,1,1,0.0728476821192053,0.31125827814569534,0.4768211920529801
"(('andreas', 'seppi', 'ITA'), ('daniele', 'bracciali', 'ITA'))",Wimbledon_2018,293.0,ITA,ITA,1,1,1,0.026490066225165563,0.026490066225165563,0.026490066225165563
"(('alexander', 'peya', 'AUT'), ('nikola', 'mektic', 'HRV'))",Wimbledon_2018,18.0,HRV,HRV,0,0,0,0.026490066225165563,0.052980132450331126,0.052980132450331126
"(('daniel', 'nestor', 'CAN'), ('jurgen', 'melzer', 'AUT'))",Wimbledon_2018,701.0,AUT,AUT,0,0,0,0.033112582781456956,0.052980132450331126,0.052980132450331126
"(('aisam-ul-haq', 'qureshi', 'PAK'), ('jean-julien', 'rojer', 'NLD'))",Wimbledon_2018,36.0,PAK,PAK,0,0,0,0.0,0.0,0.0
"(('david', 'ferrer', 'ESP'), ('marc', 'lopez', 'ESP'))",Wimbledon_2018,555.0,ESP,ESP,1,1,1,0.052980132450331126,0.15894039735099338,0.23841059602649006
"(('marcel', 'granollers', 'ESP'), ('pablo', 'cuevas', 'URY'))",Wimbledon_2018,28.0,URY,URY,0,1,1,0.006622516556291391,0.15894039735099338,0.23841059602649006
"(('edouard', 'roger-vasselin', 'FRA'), ('rohan', 'bopanna', 'IND'))",Wimbledon_2018,24.0,IND,IND,0,0,0,0.033112582781456956,0.31125827814569534,0.31125827814569534
"(('alex', 'minaur', 'AUS'), ('john', 'millman', 'AUS'))",Wimbledon_2018,609.0,AUS,AUS,1,1,1,0.039735099337748346,0.31125827814569534,0.31125827814569534
"(('michael', 'venus', 'NZL'), ('raven', 'klaasen', 'ZAF'))",Wimbledon_2018,30.0,ZAF,ZAF,0,1,1,0.0,0.31125827814569534,0.31125827814569534
"(('alex', 'bolt', 'AUS'), ('lleyton', 'hewitt', 'AUS'))",Wimbledon_2018,104.0,AUS,AUS,1,1,1,0.039735099337748346,0.31125827814569534,0.31125827814569534
"(('ben', 'mclachlan', 'JPN'), ('jan-lennard', 'struff', 'DEU'))",Wimbledon_2018,27.0,JPN,JPN,0,0,0,0.019867549668874173,0.019867549668874173,0.019867549668874173
"(('john-patrick', 'smith', 'AUS'), ('nicholas', 'monroe', 'USA'))",Wimbledon_2018,47.0,USA,USA,0,1,1,0.0728476821192053,0.31125827814569534,0.4768211920529801
"(('dominic', 'inglot', 'GBR'), ('franko', 'skugor', 'HRV'))",Wimbledon_2018,33.0,GBR,GBR,0,0,0,0.09271523178807947,0.31125827814569534,0.31125827814569534
"(('marton', 'fucsovics', 'HUN'), ('mischa', 'zverev', 'DEU'))",Wimbledon_2018,213.0,HUN,HUN,0,0,0,0.0,0.0,0.0
"(('matwe', 'middelkoop', 'NLD'), ('sander', 'arends', 'NLD'))",Wimbledon_2018,60.0,NLD,NLD,1,1,1,0.026490066225165563,0.046357615894039736,0.046357615894039736
"(('hans', 'podlipnik-castillo', 'CHL'), ('marcelo', 'arevalo', 'SLV'))",Wimbledon_2018,69.0,SLV,SLV,0,1,1,0.0,0.15894039735099338,0.23841059602649006
"(('cameron', 'norrie', 'GBR'), ('jay', 'clarke', 'GBR'))",Wimbledon_2018,249.0,GBR,GBR,1,1,1,0.09271523178807947,0.31125827814569534,0.31125827814569534
"(('marcus', 'daniell', 'NZL'), ('wesley', 'koolhof', 'NLD'))",Wimbledon_2018,43.0,NZL,NZL,0,0,0,0.013245033112582781,0.31125827814569534,0.31125827814569534
"(('dusan', 'lajovic', 'SRB'), ('mirza', 'basic', 'BIH'))",Wimbledon_2018,295.0,BIH,BIH,0,1,1,0.006622516556291391,0.052980132450331126,0.052980132450331126
"(('fabrice', 'martin', 'FRA'), ('purav', 'raja', 'IND'))",Wimbledon_2018,53.0,FRA,FRA,0,0,0,0.046357615894039736,0.09271523178807947,0.09271523178807947
"(('liam', 'broady', 'GBR'), ('scott', 'clayton', 'GBR'))",Wimbledon_2018,376.0,GBR,GBR,1,1,1,0.09271523178807947,0.31125827814569534,0.31125827814569534
"(('frances', 'tiafoe', 'USA'), ('jackson', 'withrow', 'USA'))",Wimbledon_2018,461.0,USA,USA,1,1,1,0.0728476821192053,0.31125827814569534,0.4768211920529801
"(('federico', 'delbonis', 'ARG'), ('miguel', 'reyes-varela', 'MEX'))",Wimbledon_2018,184.0,ARG,ARG,0,1,1,0.026490066225165563,0.15894039735099338,0.23841059602649006
"(('mate', 'pavic', 'HRV'), ('oliver', 'marach', 'AUT'))",Wimbledon_2018,2.0,AUT,AUT,0,0,0,0.033112582781456956,0.052980132450331126,0.052980132450331126
"(('marcelo', 'demoliner', 'BRA'), ('santiago', 'gonzalez', 'MEX'))",Wimbledon_2018,48.0,BRA,BRA,0,0,0,0.013245033112582781,0.019867549668874173,0.019867549668874173
"(('marius', 'copil', 'ROU'), ('stefanos', 'tsitsipas', 'GRC'))",Wimbledon_2018,853.0,ROU,ROU,0,0,0,0.0,0.006622516556291391,0.013245033112582781
"(('matthew', 'ebden', 'AUS'), ('taylor', 'fritz', 'USA'))",Wimbledon_2018,167.0,AUS,AUS,0,1,1,0.039735099337748346,0.31125827814569534,0.31125827814569534
"(('benoit', 'paire', 'FRA'), ('peter', 'gojowczyk', 'DEU'))",Wimbledon_2018,820.0,DEU,DEU,0,0,0,0.052980132450331126,0.052980132450331126,0.052980132450331126
"(('jonathan', 'erlich', 'ISR'), ('marcin', 'matkowski', 'POL'))",Wimbledon_2018,100.0,ISR,ISR,0,0,0,0.0,0.31125827814569534,0.39072847682119205
"(('hugo', 'nys', 'MCO'), ('jonathan', 'eysseric', 'FRA'))",Wimbledon_2018,72.0,FRA,FRA,0,1,1,0.046357615894039736,0.09271523178807947,0.09271523178807947
"(('maximo', 'gonzalez', 'ARG'), ('nicolas', 'jarry', 'CHL'))",Wimbledon_2018,58.0,ARG,ARG,0,1,1,0.026490066225165563,0.15894039735099338,0.23841059602649006
"(('henri', 'kontinen', 'FIN'), ('john', 'peers', 'AUS'))",Wimbledon_2018,6.0,FIN,FIN,0,0,0,0.0,0.006622516556291391,0.0
"(('robert', 'lindstedt', 'SWE'), ('robin', 'haase', 'NLD'))",Wimbledon_2018,46.0,NLD,NLD,0,0,0,0.026490066225165563,0.046357615894039736,0.046357615894039736
"(('ivan', 'dodig', 'HRV'), ('rajeev', 'ram', 'USA'))",Wimbledon_2018,17.0,HRV,HRV,0,0,0,0.026490066225165563,0.052980132450331126,0.052980132450331126
"(('andres', 'molteni', 'ARG'), ('roman', 'jebavy', 'CZE'))",Wimbledon_2018,67.0,CZE,CZE,0,0,0,0.0,0.0,0.0
"(('matteo', 'berrettini', 'ITA'), ('maximilian', 'marterer', 'DEU'))",Wimbledon_2018,581.0,ITA,ITA,0,0,0,0.026490066225165563,0.026490066225165563,0.026490066225165563
"(('jamie', 'cerretani', 'USA'), ('romain', 'arneodo', 'MCO'))",Wimbledon_2018,89.0,MCO,MCO,0,0,0,0.006622516556291391,0.006622516556291391,0.006622516556291391
"(('joao', 'sousa', 'PRT'), ('leonardo', 'mayer', 'ARG'))",Wimbledon_2018,73.0,ARG,ARG,0,0,0,0.026490066225165563,0.15894039735099338,0.23841059602649006
"(('david', 'marrero', 'ESP'), ('fernando', 'verdasco', 'ESP'))",Wimbledon_2018,54.0,ESP,ESP,1,1,1,0.052980132450331126,0.15894039735099338,0.23841059602649006
"(('frederik', 'nielsen', 'DNK'), ('joe', 'salisbury', 'GBR'))",Wimbledon_2018,139.0,DNK,DNK,0,0,0,0.0,0.0,0.0
"(('adrian', 'mannarino', 'FRA'), ('julien', 'benneteau', 'FRA'))",Wimbledon_2018,85.0,FRA,FRA,1,1,1,0.046357615894039736,0.09271523178807947,0.09271523178807947
"(('horacio', 'zeballos', 'ARG'), ('julio', 'peralta', 'CHL'))",Wimbledon_2018,41.0,CHL,CHL,0,1,1,0.013245033112582781,0.15894039735099338,0.23841059602649006
"(('max', 'mirnyi', 'BLR'), ('philipp', 'oswald', 'AUT'))",Wimbledon_2018,35.0,BLR,BLR,0,0,0,0.013245033112582781,0.013245033112582781,0.013245033112582781
"(('philipp', 'petzschner', 'DEU'), ('tim', 'puetz', 'DEU'))",Wimbledon_2018,92.0,DEU,DEU,1,1,1,0.052980132450331126,0.052980132450331126,0.052980132450331126
"(('ryan', 'harrison', 'USA'), ('vasek', 'pospisil', 'CAN'))",Wimbledon_2018,40.0,USA,USA,0,1,1,0.0728476821192053,0.31125827814569534,0.4768211920529801
"(('andrei', 'vasilevski', 'BLR'), ('antonio', 'sancic', 'HRV'))",Wimbledon_2018,66.0,HRV,HRV,0,0,0,0.026490066225165563,0.052980132450331126,0.052980132450331126
"(('taro', 'daniel', 'JPN'), ('yoshihito', 'nishioka', 'JPN'))",Wimbledon_2018,1190.0,JPN,JPN,1,1,1,0.019867549668874173,0.019867549668874173,0.019867549668874173
"(('artem', 'sitak', 'NZL'), ('divij', 'sharan', 'IND'))",Wimbledon_2018,39.0,NZL,NZL,0,1,1,0.013245033112582781,0.31125827814569534,0.31125827814569534
"(('malek', 'jaziri', 'TUN'), ('radu', 'albot', 'MDA'))",Wimbledon_2018,145.0,MDA,MDA,0,0,0,0.0,0.006622516556291391,0.006622516556291391
"(('ken', 'skupski', 'GBR'), ('neal', 'skupski', 'GBR'))",Wimbledon_2018,49.0,GBR,GBR,1,1,1,0.09271523178807947,0.31125827814569534,0.31125827814569534
"(('damir', 'dzumhur', 'BIH'), ('ilija', 'bozoljac', 'SRB'))",Wimbledon_2018,489.0,SRB,SRB,0,1,1,0.006622516556291391,0.052980132450331126,0.052980132450331126
"(('mate', 'pavic', 'HRV'), ('oliver', 'marach', 'AUT'))",Australian Open_2019,4.0,AUT,AUT,0,0,0,0.007874015748031496,0.007874015748031496,0.007874015748031496
"(('andreas', 'seppi', 'ITA'), ('simone', 'bolelli', 'ITA'))",Australian Open_2019,88.0,ITA,ITA,1,1,1,0.023622047244094488,0.023622047244094488,0.023622047244094488
"(('bruno', 'soares', 'BRA'), ('jamie', 'murray', 'GBR'))",Australian Open_2019,7.0,GBR,GBR,0,0,0,0.05511811023622047,0.36220472440944884,0.36220472440944884
"(('andres', 'molteni', 'ARG'), ('roman', 'jebavy', 'CZE'))",Australian Open_2019,52.0,CZE,CZE,0,0,0,0.0,0.0,0.0
"(('bob', 'bryan', 'USA'), ('mike', 'bryan', 'USA'))",Australian Open_2019,13.0,USA,USA,1,1,1,0.11811023622047244,0.36220472440944884,0.5590551181102362
"(('alex', 'bolt', 'AUS'), ('marc', 'polmans', 'AUS'))",Australian Open_2019,245.0,AUS,AUS,1,1,1,0.11023622047244094,0.36220472440944884,0.36220472440944884
"(('nicolas', 'mahut', 'FRA'), ('pierre-hugues', 'herbert', 'FRA'))",Australian Open_2019,12.0,FRA,FRA,1,1,1,0.047244094488188976,0.05511811023622047,0.047244094488188976
"(('david', 'marrero', 'ESP'), ('mischa', 'zverev', 'DEU'))",Australian Open_2019,62.0,ESP,ESP,0,0,0,0.07086614173228346,0.1889763779527559,0.31496062992125984
"(('michael', 'venus', 'NZL'), ('raven', 'klaasen', 'ZAF'))",Australian Open_2019,15.0,ZAF,ZAF,0,1,1,0.0,0.36220472440944884,0.36220472440944884
"(('bradley', 'klahn', 'USA'), ('mikhail', 'kukushkin', 'KAZ'))",Australian Open_2019,455.0,KAZ,KAZ,0,0,0,0.0,0.0,0.0
"(('horacio', 'zeballos', 'ARG'), ('lukasz', 'kubot', 'POL'))",Australian Open_2019,10.0,POL,POL,0,0,0,0.007874015748031496,0.007874015748031496,0.007874015748031496
"(('aljaz', 'bedene', 'SVN'), ('maximilian', 'marterer', 'DEU'))",Australian Open_2019,453.0,SVN,OTHER,0,0,0,0.0,0.0,0.0
"(('dominic', 'inglot', 'GBR'), ('franko', 'skugor', 'HRV'))",Australian Open_2019,20.0,GBR,GBR,0,0,0,0.05511811023622047,0.36220472440944884,0.36220472440944884
"(('john', 'millman', 'AUS'), ('taro', 'daniel', 'JPN'))",Australian Open_2019,462.0,JPN,JPN,0,0,0,0.007874015748031496,0.007874015748031496,0.007874015748031496
"(('joe', 'salisbury', 'GBR'), ('rajeev', 'ram', 'USA'))",Australian Open_2019,22.0,USA,USA,0,1,1,0.11811023622047244,0.36220472440944884,0.5590551181102362
"(('guido', 'pella', 'ARG'), ('hans', 'podlipnik-castillo', 'CHL'))",Australian Open_2019,75.0,CHL,CHL,0,1,1,0.007874015748031496,0.1889763779527559,0.31496062992125984
"(('henri', 'kontinen', 'FIN'), ('john', 'peers', 'AUS'))",Australian Open_2019,28.0,FIN,FIN,0,0,0,0.0,0.007874015748031496,0.0
"(('aisam-ul-haq', 'qureshi', 'PAK'), ('santiago', 'gonzalez', 'MEX'))",Australian Open_2019,53.0,MEX,MEX,0,0,0,0.007874015748031496,0.1889763779527559,0.31496062992125984
"(('edouard', 'roger-vasselin', 'FRA'), ('ivan', 'dodig', 'HRV'))",Australian Open_2019,36.0,HRV,HRV,0,0,0,0.023622047244094488,0.03937007874015748,0.03937007874015748
